InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
576196,22163,heart string memo holder hanging,24,11/14/2011 12:07,0.79,17658,United Kingdom,18.96
576197,21642,assorted tutti frutti pen,-23,11/14/2011 12:08,0.29,13755,United Kingdom,-6.67
576198,23434,3 raffia ribbons 50's christmas,10,11/14/2011 12:12,0.79,17538,United Kingdom,7.9
576199,22186,red star card holder,-1,11/14/2011 12:13,1.95,12610,Italy,-1.95
576200,23318,box of 6 mini vintage crackers,2,11/14/2011 12:14,2.49,15572,United Kingdom,4.98
576201,22087,paper bunting white lace,3,11/14/2011 12:18,2.95,14606,United Kingdom,8.85
576202,22726,alarm clock bakelike green,50,11/14/2011 12:22,3.39,13767,United Kingdom,169.5
576212,21262,white goose feather christmas tree,1,11/14/2011 12:45,2.95,18082,United Kingdom,2.95
576213,22594,christmas gingham tree,12,11/14/2011 12:47,0.85,18117,United Kingdom,10.2
576214,23525,wall art buffalo bill,1,11/14/2011 12:49,3.75,15863,United Kingdom,3.75
576215,20914,set/5 red retrospot lid glass bowls,12,11/14/2011 12:55,2.95,17652,United Kingdom,35.4
576217,23536,wall art village show,1,11/14/2011 12:56,5.95,17081,United Kingdom,5.95
576216,85123A,white hanging heart t-light holder,-3,11/14/2011 12:56,2.95,12584,Italy,-8.85
576218,D,discount,-1,11/14/2011 12:57,183,13694,United Kingdom,-183
576219,82482,wooden picture frame white finish,72,11/14/2011 12:58,2.1,15838,United Kingdom,151.2
576220,23312,vintage christmas gift sack,100,11/14/2011 13:00,3.75,15838,United Kingdom,375
576221,22386,jumbo bag pink polkadot,100,11/14/2011 13:01,1.79,15838,United Kingdom,179
576222,23506,mini playing cards spaceboy,20,11/14/2011 13:02,0.42,12490,France,8.4
576223,22941,christmas lights 10 reindeer,-1,11/14/2011 13:02,8.5,15993,United Kingdom,-8.5
576224,22065,christmas pudding trinket pot,48,11/14/2011 13:08,0.39,15458,United Kingdom,18.72
576225,20726,lunch bag woodland,30,11/14/2011 13:10,1.65,13277,United Kingdom,49.5
576226,23404,home sweet home blackboard,-1,11/14/2011 13:10,4.95,13268,United Kingdom,-4.95
576227,22457,natural slate heart chalkboard,-1,11/14/2011 13:11,2.95,14910,United Kingdom,-2.95
576228,23245,set of 3 regency cake tins,2,11/14/2011 13:12,4.95,15033,United Kingdom,9.9
576229,23236,storage tin vintage doily,-3,11/14/2011 13:13,2.89,13816,Germany,-8.67
576230,22804,pink hanging heart t-light holder,-1,11/14/2011 13:15,2.95,17602,United Kingdom,-2.95
576231,23198,pantry magnetic  shopping list,-3,11/14/2011 13:24,1.45,14868,United Kingdom,-4.35
576232,21259,victorian sewing box small,-2,11/14/2011 13:25,5.95,15839,United Kingdom,-11.9
576235,23048,set of 10 lanterns fairy light star,-3,11/14/2011 13:28,4.15,17769,United Kingdom,-12.45
576236,23108,set of 10 led dolly lights,1,11/14/2011 13:31,6.25,13755,United Kingdom,6.25
576237,22947,wooden advent calendar red,6,11/14/2011 13:32,7.95,12971,United Kingdom,47.7
576238,23348,childrens toy cooking utensil set,3,11/14/2011 13:32,2.08,17769,United Kingdom,6.24
576239,22685,french blue metal door sign 0,10,11/14/2011 13:33,1.25,15694,United Kingdom,12.5
576240,23486,antique heart shelf unit,-1,11/14/2011 13:34,16.65,14441,United Kingdom,-16.65
576241,22470,heart of wicker large,-2,11/14/2011 13:35,2.95,13447,United Kingdom,-5.9
576242,84949,silver hanging t-light holder,-2,11/14/2011 13:37,1.65,16747,United Kingdom,-3.3
576243,85123A,white hanging heart t-light holder,-1,11/14/2011 13:38,2.55,15953,United Kingdom,-2.55
576245,23389,spaceboy mini backpack,4,11/14/2011 13:40,4.15,12553,France,16.6
576244,D,discount,-1,11/14/2011 13:40,6,18167,United Kingdom,-6
576246,22818,card christmas village,12,11/14/2011 13:42,0.42,17566,United Kingdom,5.04
576247,23301,gardeners kneeling pad keep calm,-1,11/14/2011 13:42,1.65,13139,United Kingdom,-1.65
576249,20713,jumbo bag owls,2,11/14/2011 13:47,2.08,17811,United Kingdom,4.16
576248,23155,knickerbockerglory magnet assorted,-1,11/14/2011 13:47,0.83,16639,United Kingdom,-0.83
576251,23485,botanical gardens wall clock,2,11/14/2011 13:51,25,16207,United Kingdom,50
576252,23084,rabbit night light,12,11/14/2011 13:55,2.08,14418,United Kingdom,24.96
576253,23581,jumbo bag paisley park,100,11/14/2011 13:57,1.79,15125,United Kingdom,179
576254,22333,retrospot party bag + sticker set,48,11/14/2011 14:02,1.45,16422,United Kingdom,69.6
576255,21463,mirrored disco ball,1,11/14/2011 14:09,5.95,15993,United Kingdom,5.95
576256,85066,cream sweetheart mini chest,1,11/14/2011 14:09,12.75,15953,United Kingdom,12.75
576257,23209,lunch bag vintage doily,30,11/14/2011 14:17,1.65,12757,Portugal,49.5
576259,22271,feltcraft doll rosie,6,11/14/2011 14:18,2.95,12957,United Kingdom,17.7
576269,23013,glass apothecary bottle tonic,4,11/14/2011 14:23,3.95,12762,Portugal,15.8
576274,23318,box of 6 mini vintage crackers,1,11/14/2011 14:24,2.49,17793,United Kingdom,2.49
576275,22460,embossed glass tealight holder,96,11/14/2011 14:28,1.06,17044,United Kingdom,101.76
576300,21429,red gingham rose jewellery box,2,11/14/2011 14:39,1.95,15058,United Kingdom,3.9
576301,22470,heart of wicker large,4,11/14/2011 14:40,2.95,14667,United Kingdom,11.8
576303,85040A,s/4 pink flower candles in bowl,1,11/14/2011 14:51,1.65,15532,United Kingdom,1.65
576317,23265,set of 3 wooden tree decorations,12,11/14/2011 14:57,1.25,15781,United Kingdom,15
576318,20723,strawberry charlotte bag,10,11/14/2011 14:57,0.85,15058,United Kingdom,8.5
576321,21935,suki  shoulder bag,2,11/14/2011 14:59,1.65,14953,United Kingdom,3.3
576322,22077,6 ribbons rustic charm,48,11/14/2011 15:03,1.95,12642,Germany,93.6
576323,23581,jumbo bag paisley park,5,11/14/2011 15:10,2.08,16161,United Kingdom,10.4
576324,23470,card holder love bird large,-1,11/14/2011 15:10,6.25,16161,United Kingdom,-6.25
576325,23414,zinc box sign home,-4,11/14/2011 15:13,9.95,15050,United Kingdom,-39.8
576326,21810,christmas hanging star with bell,4,11/14/2011 15:18,0.39,16504,United Kingdom,1.56
576327,POST,postage,2,11/14/2011 15:19,18,12476,Germany,36
576328,21584,retrospot small tube matches,20,11/14/2011 15:19,1.65,13577,United Kingdom,33
576339,10135,colouring pencils brown tube,14,11/14/2011 15:27,2.46,14096,United Kingdom,34.44
576338,CRUK,cruk commission,-1,11/14/2011 15:27,1038.75,14096,United Kingdom,-1038.75
576345,72741,grand chocolatecandle,9,11/14/2011 15:37,1.45,12374,Austria,13.05
576346,85123A,white hanging heart t-light holder,6,11/14/2011 15:37,2.95,13835,United Kingdom,17.7
576347,23404,home sweet home blackboard,1,11/14/2011 15:38,4.95,13268,United Kingdom,4.95
576348,23404,home sweet home blackboard,-1,11/14/2011 15:40,4.95,13267,United Kingdom,-4.95
576349,M,manual,1,11/14/2011 15:41,2.1,16519,United Kingdom,2.1
576350,22909,set of 20 vintage christmas napkins,-4,11/14/2011 15:41,0.85,17730,United Kingdom,-3.4
576351,21351,cinammon & orange wreath,1,11/14/2011 15:51,6.75,17235,United Kingdom,6.75
576352,22138,baking set 9 piece retrospot,6,11/14/2011 15:51,4.95,16478,United Kingdom,29.7
576353,23328,set 6 school milk bottles in crate,24,11/14/2011 16:17,3.39,15050,United Kingdom,81.36
576354,23301,gardeners kneeling pad keep calm,144,11/14/2011 16:17,1.45,13881,United Kingdom,208.8
576355,23245,set of 3 regency cake tins,6,11/14/2011 16:28,4.95,13089,United Kingdom,29.7
576356,22863,soap dish brocante,12,11/14/2011 16:30,2.95,15681,United Kingdom,35.4
576357,23489,vintage bells garland,6,11/14/2011 16:57,2.89,15660,United Kingdom,17.34
576358,23489,"garland, vintage bells",6,11/14/2011 16:58,2.89,15660,United Kingdom,17.34
576359,20713,jumbo bag owls,100,11/14/2011 16:59,1.79,14680,United Kingdom,179
576361,23330,decorative wicker heart medium,6,11/14/2011 17:10,1.25,14910,United Kingdom,7.5
576360,23335,egg frying pan ivory,-6,11/14/2011 17:10,2.08,14910,United Kingdom,-12.48
576362,23313,vintage christmas bunting,5,11/14/2011 17:11,4.95,14755,United Kingdom,24.75
576363,90050,cracked glaze necklace ivory,-2,11/14/2011 17:23,6.95,14794,United Kingdom,-13.9
576364,21135,victorian  metal postcard spring,8,11/14/2011 17:40,1.69,15009,United Kingdom,13.52
576370,22382,lunch bag spaceboy design,20,11/15/2011 8:00,1.65,15981,United Kingdom,33
576371,23130,mistletoe heart wreath green,4,11/15/2011 8:07,4.15,14911,EIRE,16.6
576372,22302,coffee mug pears  design,12,11/15/2011 8:32,2.55,15144,United Kingdom,30.6
576373,23319,box of 6 mini 50's crackers,12,11/15/2011 8:43,2.49,12640,France,29.88
576374,15056BL,edwardian parasol black,48,11/15/2011 8:50,4.95,13777,United Kingdom,237.6
576375,22585,pack of 6 birdy gift tags,-1,11/15/2011 8:52,1.25,16878,United Kingdom,-1.25
576376,85099B,jumbo bag red retrospot,20,11/15/2011 9:11,2.08,16341,United Kingdom,41.6
576377,23500,key ring baseball boot assorted,20,11/15/2011 9:12,1.25,16341,United Kingdom,25
576378,22993,set of 4 pantry jelly moulds,12,11/15/2011 9:15,1.25,15628,United Kingdom,15
576379,22027,tea party birthday card,12,11/15/2011 9:21,0.42,16423,United Kingdom,5.04
576380,22534,magic drawing slate spaceboy,24,11/15/2011 9:23,0.42,15419,United Kingdom,10.08
576381,22187,green christmas tree card holder,12,11/15/2011 9:26,1.95,12839,United Kingdom,23.4
576382,20914,set/5 red retrospot lid glass bowls,6,11/15/2011 9:30,2.95,12883,United Kingdom,17.7
576383,22469,heart of wicker small,12,11/15/2011 9:31,1.65,12883,United Kingdom,19.8
576384,23284,doormat keep calm and come in,2,11/15/2011 9:32,8.25,12883,United Kingdom,16.5
576385,21770,open closed metal sign,7,11/15/2011 9:41,4.95,17314,United Kingdom,34.65
576386,22147,feltcraft butterfly hearts,70,11/15/2011 9:42,1.25,13777,United Kingdom,87.5
576387,22274,feltcraft doll emily,6,11/15/2011 9:55,2.95,15582,United Kingdom,17.7
576388,22733,3d traditional christmas stickers,18,11/15/2011 10:00,1.25,17510,United Kingdom,22.5
576389,M,manual,1,11/15/2011 10:05,850.5,12748,United Kingdom,850.5
576390,21232,strawberry ceramic trinket pot,12,11/15/2011 10:13,1.25,12569,Germany,15
576392,21927,blue/cream stripe cushion cover,12,11/15/2011 10:17,1.25,15105,United Kingdom,15
576394,20725,lunch bag red retrospot,100,11/15/2011 10:32,1.45,12415,Australia,145
576393,84687,beach hut shelf w 3 drawers,-1,11/15/2011 10:34,5.95,13735,United Kingdom,-5.95
576395,21463,mirrored disco ball,6,11/15/2011 10:38,5.95,16168,United Kingdom,35.7
576396,84947,antique silver tea glass engraved,12,11/15/2011 10:41,1.25,16164,United Kingdom,15
576398,21485,retrospot heart hot water bottle,6,11/15/2011 10:48,4.95,15758,United Kingdom,29.7
576397,23487,sweet heart cake carrier,-3,11/15/2011 10:48,9.95,13081,United Kingdom,-29.85
576399,21918,set 12 kids colour  chalk sticks,24,11/15/2011 10:50,0.42,12684,France,10.08
576400,23452,heart mini portrait frame,6,11/15/2011 10:51,1.95,13632,United Kingdom,11.7
576401,21990,modern floral stationery set,-12,11/15/2011 10:52,1.25,13026,United Kingdom,-15
576402,POST,postage,-1,11/15/2011 10:54,7.62,13026,United Kingdom,-7.62
576403,23129,heart shaped holly wreath,4,11/15/2011 10:56,4.15,15214,United Kingdom,16.6
576405,23526,wall art dog licence,3,11/15/2011 11:14,5.95,13735,United Kingdom,17.85
576406,23480,mini lights woodland mushrooms,12,11/15/2011 11:17,3.75,13692,United Kingdom,45
576409,23079,toadstool bedside light,-4,11/15/2011 11:20,8.95,15298,United Kingdom,-35.8
576412,22174,photo cube,12,11/15/2011 11:21,1.65,13455,United Kingdom,19.8
576447,21948,set of 6 cake chopsticks,12,11/15/2011 11:30,1.25,13949,United Kingdom,15
576463,22434,balloon pump with 10 balloons,1,11/15/2011 11:37,1.95,17974,United Kingdom,1.95
576503,23356,love hot water bottle,3,11/15/2011 11:56,5.95,17540,United Kingdom,17.85
576508,20992,jazz hearts purse notebook,2,11/15/2011 12:02,0.39,17777,United Kingdom,0.78
576510,23382,box of 6 christmas cake decorations,4,11/15/2011 12:05,3.75,14533,United Kingdom,15
576511,23486,antique heart shelf unit,1,11/15/2011 12:07,16.65,13846,United Kingdom,16.65
576512,22823,chest natural wood 20 drawers,4,11/15/2011 12:09,110,15524,United Kingdom,440
576513,71053,white metal lantern,8,11/15/2011 12:10,3.75,14715,United Kingdom,30
576514,23084,rabbit night light,6,11/15/2011 12:13,2.08,13950,United Kingdom,12.48
576515,22689,doormat merry christmas red,-2,11/15/2011 12:16,8.25,13950,United Kingdom,-16.5
576516,20972,pink cream felt craft trinket box,12,11/15/2011 12:19,1.25,16746,United Kingdom,15
576518,84279P,cherry blossom  decorative flask,2,11/15/2011 12:25,3.75,16361,United Kingdom,7.5
576519,23318,box of 6 mini vintage crackers,6,11/15/2011 12:25,2.49,12676,Sweden,14.94
576520,23096,petit tray chic,3,11/15/2011 12:33,1.65,14467,United Kingdom,4.95
576521,22866,hand warmer scotty dog design,24,11/15/2011 12:34,2.1,18259,United Kingdom,50.4
576538,23555,landmark frame notting hill,1,11/15/2011 12:42,12.5,14725,United Kingdom,12.5
576539,23313,vintage christmas bunting,25,11/15/2011 12:43,4.95,13058,United Kingdom,123.75
576540,22941,christmas lights 10 reindeer,1,11/15/2011 12:48,8.5,18043,United Kingdom,8.5
576543,35970,zinc folkart sleigh bells,12,11/15/2011 12:50,1.69,13236,United Kingdom,20.28
576553,23321,small white heart of wicker,4,11/15/2011 12:57,1.65,14666,United Kingdom,6.6
576554,22457,natural slate heart chalkboard,6,11/15/2011 12:57,2.95,13066,United Kingdom,17.7
576555,22222,cake plate lovebird white,5,11/15/2011 13:01,4.95,17861,United Kingdom,24.75
576556,23486,antique heart shelf unit,2,11/15/2011 13:07,16.65,14640,United Kingdom,33.3
576557,22064,pink doughnut trinket pot,6,11/15/2011 13:07,1.65,14714,United Kingdom,9.9
576558,22621,traditional knitting nancy,48,11/15/2011 13:07,1.45,17086,United Kingdom,69.6
576559,22360,glass jar english confectionery,1,11/15/2011 13:19,2.95,14711,United Kingdom,2.95
576560,23313,vintage christmas bunting,1,11/15/2011 13:21,4.95,12877,United Kingdom,4.95
576561,23089,glass bon bon jar,-1,11/15/2011 13:22,1.65,15311,United Kingdom,-1.65
576562,35970,zinc folkart sleigh bells,96,11/15/2011 13:24,1.49,14522,United Kingdom,143.04
576563,21485,retrospot heart hot water bottle,1,11/15/2011 13:27,4.95,17564,United Kingdom,4.95
576564,21439,basket of toadstools,24,11/15/2011 13:32,1.25,15311,United Kingdom,30
576565,23462,rococo wall mirror white,-2,11/15/2011 13:39,19.95,13066,United Kingdom,-39.9
576567,23500,key ring baseball boot assorted,20,11/15/2011 13:41,1.25,17220,United Kingdom,25
576568,23534,wall art stop for tea,3,11/15/2011 13:42,5.95,17153,United Kingdom,17.85
576570,23083,set 6 paper table lantern stars,3,11/15/2011 13:47,3.75,17220,United Kingdom,11.25
576571,85099B,jumbo bag red retrospot,30,11/15/2011 13:48,2.08,12950,United Kingdom,62.4
576572,21731,red toadstool led night light,7,11/15/2011 13:49,1.65,15514,United Kingdom,11.55
576573,22577,wooden heart christmas scandinavian,24,11/15/2011 13:52,0.29,16600,United Kingdom,6.96
576574,23284,doormat keep calm and come in,10,11/15/2011 13:53,7.08,13078,United Kingdom,70.8
576575,21523,doormat fancy font home sweet home,2,11/15/2011 13:55,8.25,16295,United Kingdom,16.5
576576,84946,antique silver t-light glass,-1,11/15/2011 14:00,1.25,17521,United Kingdom,-1.25
576577,22791,t-light glass fluted antique,24,11/15/2011 14:04,1.25,16557,United Kingdom,30
576581,23343,jumbo bag vintage christmas,10,11/15/2011 14:15,2.08,15955,United Kingdom,20.8
576586,23084,rabbit night light,240,11/15/2011 14:22,1.79,12415,Australia,429.6
576587,23203,jumbo bag vintage doily,3,11/15/2011 14:23,2.08,18123,United Kingdom,6.24
576589,85123A,white hanging heart t-light holder,6,11/15/2011 14:29,2.95,17659,United Kingdom,17.7
576590,85099B,jumbo bag red retrospot,10,11/15/2011 14:30,2.08,16240,United Kingdom,20.8
576591,21643,assorted tutti frutti mirror,72,11/15/2011 14:32,1.06,16422,United Kingdom,76.32
576592,23183,mother's kitchen spoon rest,2,11/15/2011 14:47,3.75,13614,United Kingdom,7.5
576593,22349,dog bowl chasing ball design,1,11/15/2011 14:48,3.75,15720,United Kingdom,3.75
576595,85123A,white hanging heart t-light holder,96,11/15/2011 14:56,2.55,14911,EIRE,244.8
576596,82486,3 drawer antique white wood cabinet,4,11/15/2011 14:57,8.95,14911,EIRE,35.8
576597,22816,card motorbike santa,12,11/15/2011 14:57,0.42,14194,United Kingdom,5.04
576598,22114,hot water bottle tea and sympathy,4,11/15/2011 15:05,4.25,13437,United Kingdom,17
576599,22639,set of 4 napkin charms hearts,6,11/15/2011 15:06,2.55,14544,United Kingdom,15.3
576600,22649,strawberry fairy cake teapot,1,11/15/2011 15:08,4.95,18181,United Kingdom,4.95
576601,85048,15cm christmas glass ball 20 lights,1,11/15/2011 15:10,7.95,14595,United Kingdom,7.95
576602,23382,box of 6 christmas cake decorations,12,11/15/2011 15:20,3.75,14156,EIRE,45
576603,23300,gardeners kneeling pad cup of tea,12,11/15/2011 15:22,1.65,14911,EIRE,19.8
576604,23022,small bonne jam jar  t-light holder,1,11/15/2011 15:23,2.08,13435,United Kingdom,2.08
576605,22487,white wood garden plant ladder,1,11/15/2011 15:33,9.95,14562,United Kingdom,9.95
576606,23169,classic glass cookie jar,12,11/15/2011 15:33,4.15,13410,United Kingdom,49.8
576607,22564,alphabet stencil craft,12,11/15/2011 15:42,1.25,12474,Germany,15
576608,22564,alphabet stencil craft,216,11/15/2011 15:49,1.06,17381,United Kingdom,228.96
576609,46000S,polyester filler pad 40x40cm,8,11/15/2011 16:08,1.45,15556,United Kingdom,11.6
576610,21108,fairy cake flannel assorted colour,18,11/15/2011 16:19,0.79,15679,United Kingdom,14.22
576611,22734,set of 6 ribbons vintage christmas,24,11/15/2011 16:29,2.89,17357,United Kingdom,69.36
576612,22910,paper chain kit vintage christmas,2,11/15/2011 16:30,2.95,17357,United Kingdom,5.9
576613,22941,christmas lights 10 reindeer,24,11/15/2011 16:34,7.65,13854,United Kingdom,183.6
576614,21704,bag 250g swirly marbles,1,11/15/2011 16:38,0.85,12933,United Kingdom,0.85
576615,22572,rocking horse green christmas,2,11/15/2011 16:42,0.85,17231,United Kingdom,1.7
576616,22423,regency cakestand 3 tier,16,11/15/2011 16:56,10.95,14853,United Kingdom,175.2
576622,22379,recycling bag retrospot,5,11/15/2011 17:11,2.1,14217,United Kingdom,10.5
576623,21843,red retrospot cake stand,132,11/15/2011 17:12,4,12748,United Kingdom,528
576624,21209,multicolour honeycomb fan,12,11/15/2011 17:14,0.39,16156,United Kingdom,4.68
576625,23581,jumbo bag paisley park,4,11/15/2011 17:20,2.08,15571,United Kingdom,8.32
576626,23232,wrap vintage leaf design,25,11/15/2011 17:26,0.42,12890,United Kingdom,10.5
576627,21108,fairy cake flannel assorted colour,18,11/16/2011 8:25,0.79,14426,United Kingdom,14.22
576628,22418,10 colour spaceboy pen,24,11/16/2011 8:28,0.85,13449,United Kingdom,20.4
576629,23493,vintage doily travel sewing kit,10,11/16/2011 8:37,1.95,12621,Germany,19.5
576630,22326,round snack boxes set of4 woodland,18,11/16/2011 8:38,2.95,13816,Germany,53.1
576631,21758,vintage shells print,8,11/16/2011 8:53,5.95,16626,United Kingdom,47.6
